command_path,option,dest,kiwoom_field,required,type,choices,value_map,default,description
kiwoom orders gold-sell,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom orders gold-sell,--qty,qty,ord_qty,Y,quantity,,,,주문수량
kiwoom orders gold-sell,--price,price,ord_uv,N,price,,,,주문단가
kiwoom orders gold-sell,--order-type,order_type,trde_tp,Y,order_type,limit|limit-ioc|limit-fok,limit=00;limit-ioc=10;limit-fok=20,,매매구분
kiwoom orders gold-modify,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom orders gold-modify,--order-id,order_id,orig_ord_no,Y,preview_order_id,,,,원주문번호
kiwoom orders gold-modify,--qty,qty,mdfy_qty,Y,quantity,,,,정정수량
kiwoom orders gold-modify,--price,price,mdfy_uv,Y,price,,,,정정단가
kiwoom orders gold-cancel,--order-id,order_id,orig_ord_no,Y,preview_order_id,,,,원주문번호
kiwoom orders gold-cancel,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom orders gold-cancel,--qty,qty,cncl_qty,Y,cancel_quantity,,,,취소수량; 0이면 잔량 전부 취소
kiwoom streams conditions-list,,,trnm,Y,market,,,CNSRLST,TR명
kiwoom streams conditions-search,,,trnm,Y,market,,,CNSRREQ,서비스명
kiwoom streams conditions-search,--seq,seq,seq,N,market,,,,조건검색식 일련번호; 생략 시 저장 조건검색식 목록의 첫 번째 조건식을 사용
kiwoom streams conditions-search,,,search_type,Y,market,,,0,조회타입
kiwoom streams conditions-search,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=K;NXT=N;ALL=A,,거래소구분
kiwoom streams conditions-search,--cont,cont,cont_yn,N,market,yes|no,yes=Y;no=N,no,연속조회 여부
kiwoom streams conditions-search,--next-key,next_key,next_key,N,market,,,,연속조회키
kiwoom streams conditions-subscribe,,,trnm,Y,market,,,CNSRREQ,서비스명
kiwoom streams conditions-subscribe,--seq,seq,seq,N,market,,,,조건검색식 일련번호; 생략 시 저장 조건검색식 목록의 첫 번째 조건식을 사용
kiwoom streams conditions-subscribe,,,search_type,Y,market,,,1,조회타입
kiwoom streams conditions-subscribe,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=K;NXT=N;ALL=A,,거래소구분
kiwoom streams conditions-unsubscribe,,,trnm,Y,market,,,CNSRCLR,서비스명
kiwoom streams conditions-unsubscribe,--seq,seq,seq,N,market,,,,조건검색식 일련번호; 생략 시 저장 조건검색식 목록의 첫 번째 조건식을 사용
kiwoom streams conditions-unsubscribe,--exchange,exchange,,N,market,KRX|NXT|ALL,,KRX,같은 세션 해제 증적을 위한 선행 실시간 조건검색 거래소구분
kiwoom streams order-fills,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams order-fills,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams order-fills,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams order-fills,--code,code,item,N,market,,,,주문체결 등록 요소; 보통 공백
kiwoom streams order-fills,,,type,Y,market,,,00,실시간 항목
kiwoom streams balance,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams balance,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams balance,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams balance,--code,code,item,N,market,,,,잔고 등록 요소; 보통 공백
kiwoom streams balance,,,type,Y,market,,,04,실시간 항목
kiwoom streams momentum,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams momentum,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams momentum,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams momentum,--code,code,item,Y,stock_code,,,,6자리 국내 종목코드
kiwoom streams momentum,,,type,Y,market,,,0A,실시간 항목
kiwoom streams trades,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams trades,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams trades,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams trades,--code,code,item,Y,stock_code,,,,6자리 국내 종목코드
kiwoom streams trades,,,type,Y,market,,,0B,실시간 항목
kiwoom streams best-quotes,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams best-quotes,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams best-quotes,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams best-quotes,--code,code,item,Y,stock_code,,,,6자리 국내 종목코드
kiwoom streams best-quotes,,,type,Y,market,,,0C,실시간 항목
kiwoom streams orderbook,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams orderbook,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams orderbook,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams orderbook,--code,code,item,Y,stock_code,,,,6자리 국내 종목코드
kiwoom streams orderbook,,,type,Y,market,,,0D,실시간 항목
kiwoom streams after-hours-orderbook,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams after-hours-orderbook,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams after-hours-orderbook,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams after-hours-orderbook,--code,code,item,Y,stock_code,,,,6자리 국내 종목코드
kiwoom streams after-hours-orderbook,,,type,Y,market,,,0E,실시간 항목
kiwoom streams brokers,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams brokers,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams brokers,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams brokers,--code,code,item,Y,stock_code,,,,6자리 국내 종목코드
kiwoom streams brokers,,,type,Y,market,,,0F,실시간 항목
kiwoom streams etf-nav,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams etf-nav,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams etf-nav,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams etf-nav,--code,code,item,Y,stock_code,,,,6자리 국내 ETF 종목코드
kiwoom streams etf-nav,,,type,Y,market,,,0G,실시간 항목
kiwoom streams expected-fills,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams expected-fills,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams expected-fills,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams expected-fills,--code,code,item,Y,stock_code,,,,6자리 국내 종목코드
kiwoom streams expected-fills,,,type,Y,market,,,0H,실시간 항목
kiwoom streams gold-conversion,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams gold-conversion,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams gold-conversion,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams gold-conversion,--code,code,item,Y,market,MGD|MGU,,,MGD 또는 MGU
kiwoom streams gold-conversion,,,type,Y,market,,,0I,실시간 항목
kiwoom streams sector-index,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams sector-index,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams sector-index,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams sector-index,--code,code,item,Y,sector_code,,,,3자리 업종코드
kiwoom streams sector-index,,,type,Y,market,,,0J,실시간 항목
kiwoom streams sector-change,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams sector-change,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams sector-change,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams sector-change,--code,code,item,Y,sector_code,,,,3자리 업종코드
kiwoom streams sector-change,,,type,Y,market,,,0U,실시간 항목
kiwoom streams stock-info,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams stock-info,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams stock-info,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams stock-info,--code,code,item,Y,stock_code,,,,6자리 국내 종목코드
kiwoom streams stock-info,,,type,Y,market,,,0g,실시간 항목
kiwoom streams elw-theory,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams elw-theory,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams elw-theory,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams elw-theory,--code,code,item,Y,instrument_code,,,,6자리 ELW 종목코드
kiwoom streams elw-theory,,,type,Y,market,,,0m,실시간 항목
kiwoom streams market-open,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams market-open,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams market-open,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams market-open,--code,code,item,N,market,,,,장시작시간 등록 요소; 보통 공백
kiwoom streams market-open,,,type,Y,market,,,0s,실시간 항목
kiwoom streams elw-indicator,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams elw-indicator,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams elw-indicator,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams elw-indicator,--code,code,item,Y,instrument_code,,,,6자리 ELW 종목코드
kiwoom streams elw-indicator,,,type,Y,market,,,0u,실시간 항목
kiwoom streams program-trades,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams program-trades,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams program-trades,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams program-trades,--code,code,item,Y,stock_code,,,,6자리 국내 종목코드
kiwoom streams program-trades,,,type,Y,market,,,0w,실시간 항목
kiwoom streams vi,--action,action,trnm,N,market,subscribe|unsubscribe,subscribe=REG;unsubscribe=REMOVE,subscribe,등록 또는 해지
kiwoom streams vi,--group,group,grp_no,N,quantity,,,1,그룹번호
kiwoom streams vi,--refresh,refresh,refresh,N,market,yes|no,yes=1;no=0,yes,기존등록 유지 여부
kiwoom streams vi,--code,code,item,N,market,,,,종목코드; 전체 수신은 공백
kiwoom streams vi,,,type,Y,market,,,1h,실시간 항목
